DateTime,Demand,Generation,Wind,CO2,NetImports,EWIC,Moyle
13/02/17 05:30,3314,4161,2508,309,-585,-287,-298
13/02/17 05:45,3363,4137,2506,303,-586,-287,-299
13/02/17 06:00,3476,4246,2552,304,-585,-287,-298
13/02/17 06:15,3687,4460,2765,285,-586,-287,-299
13/02/17 06:30,3812,4584,2780,298,-586,-287,-299
13/02/17 06:45,3956,4593,2778,292,-585,-287,-298
13/02/17 07:00,4166,4732,2843,287,-586,-287,-299
13/02/17 07:15,4512,5078,2876,309,-586,-287,-299
13/02/17 07:30,4691,5134,2881,318,-463,-215,-248
13/02/17 07:45,4826,5189,2894,334,-386,-214,-172
13/02/17 08:00,4885,5105,2917,319,-240,-144,-96
13/02/17 08:15,4965,5168,2887,325,-226,-143,-83
13/02/17 08:30,4995,5093,2918,319,-123,-143,20
13/02/17 08:45,5037,5199,2932,322,-185,-211,26
13/02/17 09:00,5124,5212,2938,320,-110,-136,26
13/02/17 09:15,5204,5378,2905,315,-195,-117,-78
13/02/17 09:30,5257,5296,2917,326,-60,-42,-18
13/02/17 09:45,5287,5320,2922,326,-52,-35,-17
13/02/17 10:00,5267,5299,2890,324,-58,-41,-17
13/02/17 10:15,5287,5407,2904,325,-141,-60,-81
13/02/17 10:30,5278,5397,2875,324,-142,-60,-82
13/02/17 10:45,5273,5393,2891,328,-141,-60,-81
13/02/17 11:00,5291,5351,2896,332,-82,-53,-29
13/02/17 11:15,5283,5322,2905,332,-61,-32,-29
13/02/17 11:30,5291,5328,2911,323,-61,-32,-29
13/02/17 11:45,5287,5376,2908,325,-114,-35,-79
13/02/17 12:00,5307,5377,2914,332,-94,-35,-59
13/02/17 12:15,5325,5394,2915,333,-92,-35,-57
13/02/17 12:30,5336,5340,2915,329,-23,25,-48
13/02/17 12:45,5334,5332,2908,340,-19,26,-45
13/02/17 13:00,5314,5216,2900,333,78,53,25
13/02/17 13:15,5257,5153,2897,323,82,53,29
13/02/17 13:30,5172,5069,2873,320,82,53,29
13/02/17 13:45,5162,5236,2913,313,-94,-21,-73
13/02/17 14:00,5167,5203,2905,315,-55,-38,-17
13/02/17 14:15,5180,5209,2869,319,-52,-37,-15
13/02/17 14:30,5158,5191,2895,318,-52,-37,-15
13/02/17 14:45,5140,5183,2916,319,-64,-49,-15
13/02/17 15:00,5146,5189,2916,315,-64,-49,-15
13/02/17 15:15,5172,5252,2913,317,-104,-123,19
13/02/17 15:30,5181,5232,2897,317,-72,-90,18
13/02/17 15:45,5203,5253,2878,325,-72,-89,17
13/02/17 16:00,5209,5207,2885,323,-21,-89,68
13/02/17 16:15,5288,5303,2861,333,-42,-163,121
13/02/17 16:30,5390,5394,2909,330,-30,-100,70
13/02/17 16:45,5464,5522,2928,332,-81,-99,18
13/02/17 17:00,5549,5564,2931,343,-36,-99,63
13/02/17 17:15,5631,5585,2908,340,21,-121,142
13/02/17 17:30,5785,5718,2880,337,43,-169,212
13/02/17 17:45,5944,5805,2881,332,114,-166,280
13/02/17 18:00,6101,5873,2904,336,204,-150,354
13/02/17 18:15,6066,5755,2874,338,287,-125,412
13/02/17 18:30,6043,5653,2858,334,362,-50,412
13/02/17 18:45,5985,5673,2871,337,288,-124,412
13/02/17 19:00,5932,5689,2884,341,215,-198,413
13/02/17 19:15,5823,5618,2809,346,180,-233,413
13/02/17 19:30,5759,5550,2813,346,179,-233,412
13/02/17 19:45,5679,5563,2778,346,89,-287,376
13/02/17 20:00,5582,5545,2773,351,15,-287,302
13/02/17 20:15,5502,5529,2809,341,-48,-287,239
13/02/17 20:30,5391,5416,2766,348,-51,-287,236
13/02/17 20:45,5341,5438,2778,349,-120,-287,167
13/02/17 21:00,5282,5447,2760,351,-192,-287,95
13/02/17 21:15,5141,5321,2751,350,-204,-287,83
13/02/17 21:30,5023,5205,2727,354,-204,-287,83
13/02/17 21:45,4883,5165,2713,350,-307,-287,-20
13/02/17 22:00,4740,5098,2720,345,-380,-287,-93
13/02/17 22:15,4603,5041,2714,345,-464,-287,-177
13/02/17 22:30,4467,4980,2727,336,-538,-287,-251
13/02/17 22:45,4361,4924,2738,330,-583,-287,-296
13/02/17 23:00,4312,4878,2800,323,-586,-287,-299
13/02/17 23:15,4308,4869,2779,313,-586,-287,-299
13/02/17 23:30,4232,4795,2797,316,-586,-287,-299
13/02/17 23:45,4110,4672,2744,309,-585,-287,-298
14/02/17 00:00,4018,4655,2736,315,-585,-287,-298
14/02/17 00:15,3937,4648,2753,303,-586,-287,-299
14/02/17 00:30,3833,4623,2746,304,-586,-287,-299
14/02/17 00:45,3775,4558,2768,297,-585,-287,-298
14/02/17 01:00,3691,4481,2749,292,-585,-287,-298
14/02/17 01:15,3685,4544,2776,294,-586,-287,-299
14/02/17 01:30,3644,4501,2754,293,-585,-287,-298
14/02/17 01:45,3598,4453,2743,291,-586,-287,-299
14/02/17 02:00,3565,4419,2701,294,-586,-287,-299
14/02/17 02:15,3529,4382,2650,296,-585,-287,-298
14/02/17 02:30,3500,4353,2666,294,-585,-287,-298
14/02/17 02:45,3478,4331,2609,305,-586,-287,-299
14/02/17 03:00,3459,4309,2613,298,-586,-287,-299
14/02/17 03:15,3436,4288,2600,301,-585,-287,-298
14/02/17 03:30,3406,4251,2556,305,-586,-287,-299
14/02/17 03:45,3402,4249,2534,306,-586,-287,-299
14/02/17 04:00,3387,4234,2485,315,-585,-287,-298
14/02/17 04:15,3382,4227,2477,307,-586,-287,-299
14/02/17 04:30,3368,4219,2533,319,-586,-287,-299
14/02/17 04:45,3394,4239,2512,326,-585,-287,-298
14/02/17 05:00,3418,4267,2506,322,-585,-287,-298
14/02/17 05:15,3444,4284,2467,324,-586,-287,-299
14/02/17 05:30,3474,4318,2470,324,-586,-287,-299
14/02/17 05:45,3511,4279,2422,327,-579,-287,-292
14/02/17 06:00,3626,4397,2401,322,-582,-287,-295
14/02/17 06:15,3812,4516,2425,319,-586,-287,-299
14/02/17 06:30,3926,4488,2413,318,-586,-287,-299
14/02/17 06:45,4070,4633,2320,327,-586,-287,-299
14/02/17 07:00,4294,4811,2300,353,-540,-287,-253
14/02/17 07:15,4610,5128,2241,355,-540,-287,-253
14/02/17 07:30,4816,5252,2261,353,-460,-287,-173
14/02/17 07:45,4942,5344,2220,362,-429,-287,-142
14/02/17 08:00,5009,5290,2244,370,-302,-235,-67
14/02/17 08:15,5059,5310,2216,375,-275,-224,-51
14/02/17 08:30,5064,5283,2118,384,-238,-173,-65
14/02/17 08:45,5092,5292,2050,395,-222,-172,-50
14/02/17 09:00,5129,5264,2025,399,-154,-172,18
14/02/17 09:15,5220,5332,1974,406,-131,-160,29
14/02/17 09:30,5261,5217,1965,418,18,-85,103
14/02/17 09:45,5298,5252,1941,414,24,-84,108
14/02/17 10:00,5288,5234,1902,415,33,-84,117
14/02/17 10:15,5287,5229,1844,423,31,-158,189
14/02/17 10:30,5296,5222,1804,423,51,-203,254
14/02/17 10:45,5320,5299,1783,425,-3,-203,200
14/02/17 11:00,5353,5398,1729,426,-69,-192,123
14/02/17 11:15,5334,5343,1671,439,-30,-125,95
14/02/17 11:30,5327,5343,1666,443,-41,-136,95
14/02/17 11:45,5339,5353,1619,450,-42,-137,95
14/02/17 12:00,5358,5344,1625,449,-11,-181,170
14/02/17 12:15,5414,5373,1666,446,13,-198,211
14/02/17 12:30,5401,5364,1630,441,11,-198,209
14/02/17 12:45,5406,5369,1555,442,8,-199,207
14/02/17 13:00,5371,5336,1478,448,9,-199,208
14/02/17 13:15,5325,5257,1437,455,39,-240,279
14/02/17 13:30,5259,5190,1425,467,42,-240,282
14/02/17 13:45,5269,5198,1459,460,43,-238,281
14/02/17 14:00,5248,5102,1392,465,118,-163,281
14/02/17 14:15,5280,5057,1398,470,193,-88,281
14/02/17 14:30,5253,5010,1333,468,214,-68,282
14/02/17 14:45,5215,4974,1279,461,215,-67,282
14/02/17 15:00,5222,4917,1284,463,277,-4,281
14/02/17 15:15,5282,4978,1281,462,276,7,269
14/02/17 15:30,5268,4953,1170,473,287,7,280
14/02/17 15:45,5308,5043,1173,481,238,-68,306
14/02/17 16:00,5335,5111,1210,478,200,-106,306
14/02/17 16:15,5378,5038,1123,485,314,-32,346
14/02/17 16:30,5425,4954,1014,498,444,43,401
14/02/17 16:45,5490,4908,1019,496,557,118,439
14/02/17 17:00,5561,4906,943,499,629,193,436
14/02/17 17:15,5632,4970,913,488,635,268,367
14/02/17 17:30,5740,4934,899,492,780,343,437
14/02/17 17:45,5856,5015,935,497,812,373,439
14/02/17 18:00,5997,5158,998,487,814,373,441
14/02/17 18:15,5997,5082,1020,483,891,447,444
14/02/17 18:30,5992,4999,1098,477,967,522,445
14/02/17 18:45,5947,4999,1028,485,925,530,395
14/02/17 19:00,5878,4950,1029,485,903,530,373
14/02/17 19:15,5791,4904,1085,484,866,513,353
14/02/17 19:30,5706,4865,1099,482,819,466,353
14/02/17 19:45,5642,4818,1187,474,800,391,409
14/02/17 20:00,5536,4793,1156,466,718,316,402
14/02/17 20:15,5462,4719,1202,465,718,301,417
14/02/17 20:30,5358,4591,1235,468,743,307,436
14/02/17 20:45,5303,4593,1183,468,687,250,437
14/02/17 21:00,5205,4569,1198,460,612,175,437
14/02/17 21:15,5065,4500,1188,472,536,100,436
14/02/17 21:30,4955,4469,1215,468,463,25,438
14/02/17 21:45,4822,4460,1217,463,340,-50,390
14/02/17 22:00,4732,4517,1295,457,192,-125,317
14/02/17 22:15,4629,4559,1257,456,45,-200,245
14/02/17 22:30,4516,4601,1291,453,-106,-275,169
14/02/17 22:45,4402,4575,1324,451,-193,-287,94
14/02/17 23:00,4317,4565,1304,458,-269,-287,18
14/02/17 23:15,4308,4640,1298,464,-356,-287,-69
14/02/17 23:30,4228,4710,1353,462,-355,-287,-68
14/02/17 23:45,4136,4645,1440,449,-373,-287,-86
15/02/17 00:00,4037,4610,1422,453,-373,-287,-86
15/02/17 00:15,3964,4616,1435,452,-448,-287,-161
15/02/17 00:30,3853,4584,1377,463,-524,-287,-237
15/02/17 00:45,3788,4577,1443,458,-585,-287,-298
15/02/17 01:00,3716,4508,1484,470,-584,-287,-297
15/02/17 01:15,3675,4462,1431,470,-584,-287,-297
15/02/17 01:30,3585,4373,1485,465,-585,-287,-298
15/02/17 01:45,3541,4327,1564,452,-584,-287,-297
15/02/17 02:00,3480,4264,1520,445,-584,-287,-297
15/02/17 02:15,3444,4223,1514,431,-585,-287,-298
15/02/17 02:30,3412,4194,1466,441,-585,-287,-298
15/02/17 02:45,3384,4162,1485,442,-584,-287,-297
15/02/17 03:00,3368,4147,1497,435,-584,-287,-297
15/02/17 03:15,3332,4114,1458,441,-584,-287,-297
15/02/17 03:30,3311,4094,1437,443,-584,-287,-297
15/02/17 03:45,3335,4116,1498,432,-584,-287,-297
15/02/17 04:00,3298,4074,1465,438,-583,-287,-296
15/02/17 04:15,3325,4101,1440,433,-584,-287,-297
15/02/17 04:30,3307,4084,1386,439,-585,-287,-298
15/02/17 04:45,3311,4087,1389,444,-584,-287,-297
15/02/17 05:00,3317,4095,1345,462,-585,-287,-298
15/02/17 05:15,3369,4144,1409,452,-584,-287,-297
15/02/17 05:30,3396,4171,1495,447,-585,-287,-298
15/02/17 05:45,3441,4216,1489,436,-586,-287,-299
15/02/17 06:00,3537,4315,1512,442,-586,-287,-299
15/02/17 06:15,3714,4424,1592,431,-586,-287,-299
15/02/17 06:30,3840,4341,1614,437,-517,-287,-230
15/02/17 06:45,4021,4410,1602,421,-414,-263,-151
15/02/17 07:00,4253,4491,1678,415,-263,-188,-75
15/02/17 07:15,4527,4587,1617,413,-85,-113,28
15/02/17 07:30,4691,4608,1596,419,63,-38,101
15/02/17 07:45,4827,4725,1574,412,79,-33,112
15/02/17 08:00,4860,4670,1589,411,170,-2,172
15/02/17 08:15,4908,4671,1574,409,217,-2,219
15/02/17 08:30,4918,4674,1508,413,217,-2,219
15/02/17 08:45,4937,4686,1440,416,228,-2,230
15/02/17 09:00,5000,4698,1386,406,278,-2,280
15/02/17 09:15,5068,4749,1284,399,297,-3,300
15/02/17 09:30,5091,4696,1333,400,372,72,300
15/02/17 09:45,5123,4692,1388,397,405,75,330
15/02/17 10:00,5117,4709,1453,402,387,75,312
15/02/17 10:15,5100,4763,1484,404,311,1,310
15/02/17 10:30,5103,4746,1517,398,335,26,309
15/02/17 10:45,5125,4798,1486,401,307,36,271
15/02/17 11:00,5147,4843,1528,393,280,36,244
15/02/17 11:15,5164,4841,1576,387,299,59,240
15/02/17 11:30,5179,4857,1656,387,299,59,240
15/02/17 11:45,5162,4888,1684,386,253,16,237
15/02/17 12:00,5189,4944,1686,391,224,61,163
15/02/17 12:15,5191,4904,1625,399,265,105,160
15/02/17 12:30,5185,4898,1612,396,265,105,160
15/02/17 12:45,5211,4942,1666,393,253,93,160
15/02/17 13:00,5174,4936,1692,391,220,60,160
15/02/17 13:15,5134,4916,1700,398,201,60,141
15/02/17 13:30,5063,4761,1656,403,277,90,187
15/02/17 13:45,5048,4764,1702,402,265,103,162
15/02/17 14:00,5044,4760,1758,410,265,91,174
15/02/17 14:15,5047,4796,1711,403,232,57,175
15/02/17 14:30,5054,4773,1726,402,261,86,175
15/02/17 14:45,5012,4733,1678,406,262,86,176
15/02/17 15:00,5009,4698,1712,412,291,116,175
15/02/17 15:15,5013,4691,1684,417,304,142,162
15/02/17 15:30,5040,4708,1791,404,316,142,174
15/02/17 15:45,5053,4791,1828,401,243,68,175
15/02/17 16:00,5100,4841,1862,404,240,67,173
15/02/17 16:15,5153,4743,1810,405,388,139,249
15/02/17 16:30,5194,4714,1751,407,455,214,241
15/02/17 16:45,5305,4761,1846,401,521,254,267
15/02/17 17:00,5354,4814,1853,403,520,254,266
15/02/17 17:15,5435,4746,1795,407,666,328,338
15/02/17 17:30,5529,4686,1722,416,817,403,414
15/02/17 17:45,5619,4696,1697,401,899,452,447
15/02/17 18:00,5790,4869,1671,401,895,448,447
15/02/17 18:15,5857,4939,1674,399,894,447,447
15/02/17 18:30,5877,4962,1747,400,893,447,446
15/02/17 18:45,5816,4974,1746,406,820,373,447
15/02/17 19:00,5750,4934,1742,400,791,345,446
15/02/17 19:15,5701,4883,1775,403,792,345,447
15/02/17 19:30,5645,4840,1736,403,780,334,446
15/02/17 19:45,5562,4833,1745,403,705,259,446
15/02/17 20:00,5497,4844,1748,406,631,184,447
15/02/17 20:15,5381,4800,1778,410,555,109,446
15/02/17 20:30,5347,4839,1817,403,480,34,446
15/02/17 20:45,5266,4836,1757,401,405,-41,446
15/02/17 21:00,5173,4811,1793,405,331,-116,447
15/02/17 21:15,5060,4805,1734,412,223,-191,414
15/02/17 21:30,4937,4824,1731,409,83,-260,343
15/02/17 21:45,4827,4825,1757,411,-20,-287,267
15/02/17 22:00,4700,4763,1770,415,-92,-287,195
15/02/17 22:15,4576,4693,1806,401,-142,-287,145
15/02/17 22:30,4435,4627,1749,397,-219,-287,68
15/02/17 22:45,4330,4539,1703,401,-234,-287,53
15/02/17 23:00,4279,4521,1771,392,-267,-287,20
15/02/17 23:15,4251,4673,1743,392,-372,-287,-85
15/02/17 23:30,4170,4614,1720,400,-392,-287,-105
15/02/17 23:45,4062,4582,1694,406,-467,-287,-180
16/02/17 00:00,3950,4568,1670,413,-488,-287,-201
16/02/17 00:15,3888,4583,1642,421,-559,-287,-272
16/02/17 00:30,3787,4581,1579,424,-585,-287,-298
16/02/17 00:45,3697,4490,1515,429,-586,-287,-299
16/02/17 01:00,3651,4440,1484,432,-585,-287,-298
16/02/17 01:15,3604,4393,1488,433,-586,-287,-299
16/02/17 01:30,3545,4338,1525,429,-586,-287,-299
16/02/17 01:45,3507,4296,1516,423,-585,-287,-298
16/02/17 02:00,3480,4266,1565,414,-585,-287,-298
16/02/17 02:15,3445,4233,1563,410,-586,-287,-299
16/02/17 02:30,3409,4198,1565,407,-586,-287,-299
16/02/17 02:45,3376,4160,1538,404,-584,-287,-297
16/02/17 03:00,3329,4115,1445,409,-586,-287,-299
16/02/17 03:15,3335,4120,1476,403,-586,-287,-299
16/02/17 03:30,3337,4120,1485,405,-586,-287,-299
16/02/17 03:45,3331,4116,1482,406,-586,-287,-299
16/02/17 04:00,3338,4119,1491,410,-586,-287,-299
16/02/17 04:15,3347,4131,1479,411,-586,-287,-299
16/02/17 04:30,3331,4112,1448,412,-586,-287,-299
16/02/17 04:45,3333,4114,1446,406,-586,-287,-299
16/02/17 05:00,3352,4131,1462,407,-585,-287,-298
16/02/17 05:15,3380,4161,1483,407,-585,-287,-298
16/02/17 05:30,3397,4178,1461,408,-586,-287,-299
16/02/17 05:45,3460,4242,1510,409,-586,-287,-299
16/02/17 06:00,3554,4332,1542,413,-585,-287,-298
16/02/17 06:15,3743,4520,1533,416,-586,-287,-299
16/02/17 06:30,3862,4567,1552,425,-585,-287,-298
16/02/17 06:45,4029,4592,1552,431,-586,-287,-299
16/02/17 07:00,4232,4744,1498,424,-537,-287,-250
16/02/17 07:15,4504,4909,1411,427,-426,-252,-174
16/02/17 07:30,4642,4897,1389,435,-278,-177,-101
16/02/17 07:45,4766,4915,1444,426,-173,-140,-33
16/02/17 08:00,4833,4880,1345,435,-70,-154,84
16/02/17 08:15,4926,4968,1288,429,-69,-147,78
16/02/17 08:30,4927,4898,1252,430,7,-72,79
16/02/17 08:45,4941,4875,1261,430,48,-72,120
16/02/17 09:00,5015,4873,1189,442,121,-72,193
16/02/17 09:15,5098,4905,1172,424,170,-38,208
16/02/17 09:30,5130,4826,1213,428,285,4,281
16/02/17 09:45,5144,4830,1202,423,293,9,284
16/02/17 10:00,5151,4836,1193,424,293,9,284
16/02/17 10:15,5137,4807,1157,426,307,-47,354
16/02/17 10:30,5136,4775,1156,425,338,-56,394
16/02/17 10:45,5149,4856,1181,424,269,-106,375
16/02/17 11:00,5147,4837,1153,426,287,-106,393
16/02/17 11:15,5163,4856,1181,425,280,-164,444
16/02/17 11:30,5160,4782,1181,426,354,-89,443
16/02/17 11:45,5175,4774,1168,429,381,-14,395
16/02/17 12:00,5176,4686,1162,433,468,61,407
16/02/17 12:15,5195,4671,1131,443,498,61,437
16/02/17 12:30,5205,4672,1175,440,506,68,438
16/02/17 12:45,5202,4673,1130,446,506,69,437
16/02/17 13:00,5191,4714,1106,448,452,15,437
16/02/17 13:15,5157,4682,1142,449,451,14,437
16/02/17 13:30,5090,4604,1209,461,463,26,437
16/02/17 13:45,5083,4616,1155,461,449,27,422
16/02/17 14:00,5082,4612,1161,457,450,27,423
16/02/17 14:15,5063,4594,1082,464,447,24,423
16/02/17 14:30,5045,4576,999,477,446,24,422
16/02/17 14:45,5052,4581,1020,481,447,24,423
16/02/17 15:00,5059,4614,1055,479,421,24,397
16/02/17 15:15,5085,4596,1034,494,466,84,382
16/02/17 15:30,5109,4582,1019,488,508,126,382
16/02/17 15:45,5114,4581,1023,493,508,127,381
16/02/17 16:00,5143,4583,984,495,538,156,382
16/02/17 16:15,5196,4524,973,497,651,231,420
16/02/17 16:30,5263,4562,962,504,680,248,432
16/02/17 16:45,5325,4638,892,500,665,234,431
16/02/17 17:00,5396,4734,834,498,640,234,406
16/02/17 17:15,5481,4748,821,496,712,308,404
16/02/17 17:30,5605,4830,796,499,751,347,404
16/02/17 17:45,5721,4911,783,495,787,389,398
16/02/17 18:00,5870,5055,766,478,797,399,398
16/02/17 18:15,5911,4972,764,481,918,472,446
16/02/17 18:30,5913,4975,802,481,918,472,446
16/02/17 18:45,5859,4918,748,484,918,472,446
16/02/17 19:00,5775,4837,726,484,918,472,446
16/02/17 19:15,5697,4759,700,477,919,472,447
16/02/17 19:30,5635,4714,658,481,900,453,447
16/02/17 19:45,5567,4719,679,486,825,378,447
16/02/17 20:00,5459,4689,691,480,749,303,446
16/02/17 20:15,5399,4623,646,474,748,302,446
16/02/17 20:30,5328,4560,617,486,739,293,446
16/02/17 20:45,5263,4610,601,487,630,218,412
16/02/17 21:00,5189,4534,559,508,627,289,338
16/02/17 21:15,5056,4371,548,510,662,327,335
16/02/17 21:30,4944,4366,555,507,554,252,302
16/02/17 21:45,4816,4358,513,517,434,203,231
16/02/17 22:00,4689,4313,518,508,353,202,151
16/02/17 22:15,4552,4254,502,525,274,140,134
16/02/17 22:30,4419,4261,496,518,137,65,72
16/02/17 22:45,4307,4227,510,522,60,-10,70
16/02/17 23:00,4249,4296,496,510,-67,-85,18
16/02/17 23:15,4235,4358,519,510,-144,-160,16
16/02/17 23:30,4139,4290,514,505,-170,-185,15
16/02/17 23:45,4053,4278,545,500,-243,-260,17
17/02/17 00:00,3949,4315,543,497,-312,-329,17
17/02/17 00:15,3890,4499,577,488,-481,-403,-78
17/02/17 00:30,3812,4572,619,480,-557,-478,-79
17/02/17 00:45,3744,4602,629,480,-653,-500,-153
17/02/17 01:00,3689,4628,650,481,-730,-500,-230
17/02/17 01:15,3652,4660,668,478,-798,-500,-298
17/02/17 01:30,3591,4599,692,478,-799,-500,-299
17/02/17 01:45,3544,4549,746,490,-799,-500,-299
17/02/17 02:00,3485,4491,747,492,-799,-500,-299
17/02/17 02:15,3436,4440,748,501,-799,-500,-299
17/02/17 02:30,3405,4409,791,506,-798,-500,-298
17/02/17 02:45,3369,4373,788,502,-799,-500,-299
17/02/17 03:00,3332,4335,748,510,-799,-500,-299
17/02/17 03:15,3311,4310,760,511,-799,-500,-299
17/02/17 03:30,3290,4290,796,511,-798,-500,-298
17/02/17 03:45,3269,4271,823,503,-798,-500,-298
17/02/17 04:00,3276,4275,874,507,-799,-500,-299
17/02/17 04:15,3288,4287,906,503,-799,-500,-299
17/02/17 04:30,3283,4282,939,502,-799,-500,-299
17/02/17 04:45,3284,4282,979,498,-798,-500,-298
17/02/17 05:00,3294,4293,971,493,-798,-500,-298
17/02/17 05:15,3342,4335,971,490,-798,-500,-298
17/02/17 05:30,3362,4357,983,483,-798,-500,-298
17/02/17 05:45,3422,4415,1020,485,-797,-500,-297
17/02/17 06:00,3534,4525,1031,498,-799,-500,-299
17/02/17 06:15,3701,4690,1048,490,-798,-500,-298
17/02/17 06:30,3797,4715,1047,491,-725,-427,-298
17/02/17 06:45,3955,4734,1022,482,-587,-352,-235
17/02/17 07:00,4155,4713,1060,472,-434,-277,-157
17/02/17 07:15,4419,4756,1069,470,-284,-202,-82
17/02/17 07:30,4541,4624,1021,468,-103,-127,24
17/02/17 07:45,4663,4684,1029,461,-44,-70,26
17/02/17 08:00,4714,4662,1004,462,31,5,26
17/02/17 08:15,4785,4781,989,450,-15,5,-20
17/02/17 08:30,4806,4806,956,446,-15,5,-20
17/02/17 08:45,4836,4859,990,444,-42,5,-47
17/02/17 09:00,4894,4832,999,445,43,15,28
17/02/17 09:15,4982,4870,1008,444,93,60,33
17/02/17 09:30,4998,4886,1015,448,93,60,33
17/02/17 09:45,5022,4909,1031,444,93,60,33
17/02/17 10:00,5012,4892,991,447,101,60,41
17/02/17 10:15,5010,4773,1066,446,215,118,97
17/02/17 10:30,5018,4797,1087,441,203,111,92
17/02/17 10:45,5050,4840,1137,438,191,110,81
17/02/17 11:00,5039,4831,1122,444,191,110,81
17/02/17 11:15,5068,4936,1152,445,114,83,31
17/02/17 11:30,5070,4900,1219,445,150,83,67
17/02/17 11:45,5063,4967,1276,442,78,9,69
17/02/17 12:00,5072,4969,1295,436,87,-50,137
17/02/17 12:15,5102,4853,1365,436,229,19,210
17/02/17 12:30,5121,4842,1415,429,258,19,239
17/02/17 12:45,5109,4833,1419,429,259,20,239
17/02/17 13:00,5083,4853,1408,426,214,-26,240
17/02/17 13:15,5036,4845,1404,430,172,-47,219
17/02/17 13:30,5004,4904,1416,429,82,-60,142
17/02/17 13:45,4995,4938,1431,425,40,-60,100
17/02/17 14:00,4970,4986,1413,427,-35,-64,29
17/02/17 14:15,4969,4980,1393,430,-30,-47,17
17/02/17 14:30,4924,4859,1338,432,46,28,18
17/02/17 14:45,4921,4962,1306,444,-58,29,-87
17/02/17 15:00,4961,5045,1346,450,-103,29,-132
17/02/17 15:15,4942,5151,1374,459,-225,-45,-180
17/02/17 15:30,4936,5106,1359,461,-190,-55,-135
17/02/17 15:45,4941,5108,1404,453,-188,-55,-133
17/02/17 16:00,4948,5117,1421,452,-187,-55,-132
17/02/17 16:15,4973,5143,1422,449,-188,-129,-59
17/02/17 16:30,5030,5169,1426,443,-162,-204,42
17/02/17 16:45,5088,5229,1449,433,-161,-279,118
17/02/17 17:00,5155,5287,1416,416,-153,-287,134
17/02/17 17:15,5231,5288,1450,415,-76,-267,191
17/02/17 17:30,5334,5243,1514,418,71,-193,264
17/02/17 17:45,5457,5361,1495,416,74,-193,267
17/02/17 18:00,5631,5538,1497,402,74,-193,267
17/02/17 18:15,5668,5629,1488,401,26,-171,197
17/02/17 18:30,5670,5570,1491,394,87,-95,182
17/02/17 18:45,5622,5499,1581,407,105,-79,184
17/02/17 19:00,5547,5413,1665,413,116,-95,211
17/02/17 19:15,5468,5317,1672,419,129,-118,247
17/02/17 19:30,5431,5309,1699,414,100,-141,241
17/02/17 19:45,5324,5259,1657,416,40,-203,243
17/02/17 20:00,5230,5165,1665,419,40,-203,243
17/02/17 20:15,5099,5101,1672,410,-20,-277,257
17/02/17 20:30,5012,5025,1646,407,-37,-287,250
17/02/17 20:45,4948,5025,1589,408,-99,-287,188
17/02/17 21:00,4881,5014,1581,420,-153,-287,134
17/02/17 21:15,4782,4957,1531,408,-195,-287,92
17/02/17 21:30,4646,4821,1462,419,-195,-287,92
17/02/17 21:45,4554,4804,1421,421,-268,-287,19
17/02/17 22:00,4445,4798,1399,421,-372,-287,-85
17/02/17 22:15,4336,4695,1395,433,-373,-287,-86
17/02/17 22:30,4244,4669,1382,436,-443,-287,-156
17/02/17 22:45,4166,4668,1312,439,-517,-287,-230
17/02/17 23:00,4136,4658,1306,434,-537,-287,-250
17/02/17 23:15,4170,4718,1345,439,-564,-287,-277
17/02/17 23:30,4118,4663,1332,443,-564,-287,-277
17/02/17 23:45,4054,4605,1303,448,-570,-287,-283
18/02/17 00:00,3947,4510,1348,438,-582,-287,-295
18/02/17 00:15,3843,4410,1307,432,-585,-287,-298
18/02/17 00:30,3742,4461,1343,425,-586,-287,-299
18/02/17 00:45,3674,4388,1317,422,-586,-287,-299
18/02/17 01:00,3587,4379,1282,422,-586,-287,-299
18/02/17 01:15,3547,4337,1275,423,-586,-287,-299
18/02/17 01:30,3504,4291,1258,419,-585,-287,-298
18/02/17 01:45,3444,4235,1238,428,-586,-287,-299
18/02/17 02:00,3382,4169,1230,426,-586,-287,-299
18/02/17 02:15,3330,4117,1213,427,-586,-287,-299
18/02/17 02:30,3281,4066,1108,435,-586,-287,-299
18/02/17 02:45,3231,4013,1056,444,-586,-287,-299
18/02/17 03:00,3197,3982,1027,447,-586,-287,-299
18/02/17 03:15,3193,3978,1014,443,-586,-287,-299
18/02/17 03:30,3174,3957,986,446,-586,-287,-299
18/02/17 03:45,3147,3933,928,453,-586,-287,-299
18/02/17 04:00,3152,3936,935,455,-586,-287,-299
18/02/17 04:15,3150,3934,945,454,-586,-287,-299
18/02/17 04:30,3129,3972,906,454,-648,-349,-299
18/02/17 04:45,3115,4034,838,455,-723,-424,-299
18/02/17 05:00,3126,4120,765,458,-798,-499,-299
18/02/17 05:15,3145,4142,731,450,-799,-500,-299
18/02/17 05:30,3152,4121,678,449,-775,-500,-275
18/02/17 05:45,3182,4150,623,456,-774,-500,-274
18/02/17 06:00,3218,4183,565,458,-774,-500,-274
18/02/17 06:15,3291,4281,560,467,-799,-500,-299
18/02/17 06:30,3324,4301,522,489,-787,-500,-287
18/02/17 06:45,3408,4310,513,494,-784,-500,-284
18/02/17 07:00,3488,4184,542,505,-715,-500,-215
18/02/17 07:15,3613,4260,588,496,-670,-482,-188
